epoch,step_in_epoch,step_loss,learning_rate,global_step
1,1,1.6046295166015625,0.0,0
1,2,1.6529978513717651,9.433962264150944e-08,1
1,3,1.503866195678711,1.886792452830189e-07,2
1,4,1.5527513027191162,2.8301886792452833e-07,3
1,5,1.731720209121704,3.773584905660378e-07,4
1,6,1.6661322116851807,4.716981132075472e-07,5
1,7,1.6262048482894897,5.660377358490567e-07,6
1,8,1.521790862083435,6.603773584905661e-07,7
1,9,1.500430941581726,7.547169811320755e-07,8
1,10,1.5751619338989258,8.490566037735849e-07,9
1,11,1.6093847751617432,9.433962264150944e-07,10
1,12,1.6789153814315796,1.037735849056604e-06,11
1,13,1.626591682434082,1.1320754716981133e-06,12
1,14,1.6326414346694946,1.2264150943396227e-06,13
1,15,1.638441562652588,1.3207547169811322e-06,14
1,16,1.688636302947998,1.4150943396226415e-06,15
1,17,1.6739524602890015,1.509433962264151e-06,16
1,18,1.6132453680038452,1.6037735849056604e-06,17
1,19,1.5825330018997192,1.6981132075471698e-06,18
1,20,1.5688544511795044,1.7924528301886793e-06,19
1,21,1.6883699893951416,1.8867924528301889e-06,20
1,22,1.6168158054351807,1.981132075471698e-06,21
1,23,1.5395047664642334,2.075471698113208e-06,22
1,24,1.5321711301803589,2.1698113207547173e-06,23
1,25,1.6468305587768555,2.2641509433962266e-06,24
1,26,1.575160026550293,2.358490566037736e-06,25
1,27,1.4859137535095215,2.4528301886792453e-06,26
1,28,1.536950707435608,2.547169811320755e-06,27
1,29,1.594325304031372,2.6415094339622644e-06,28
1,30,1.6537572145462036,2.7358490566037738e-06,29
1,31,1.4992411136627197,2.830188679245283e-06,30
1,32,1.6436095237731934,2.9245283018867924e-06,31
1,33,1.567969560623169,3.018867924528302e-06,32
1,34,1.5741891860961914,3.1132075471698115e-06,33
1,35,1.4963997602462769,3.207547169811321e-06,34
1,36,1.544245719909668,3.30188679245283e-06,35
1,37,1.580198884010315,3.3962264150943395e-06,36
1,38,1.5513602495193481,3.4905660377358493e-06,37
1,39,1.529354453086853,3.5849056603773586e-06,38
1,40,1.5252760648727417,3.679245283018868e-06,39
1,41,1.6090914011001587,3.7735849056603777e-06,40
1,42,1.6171584129333496,3.8679245283018875e-06,41
1,43,1.6009470224380493,3.962264150943396e-06,42
1,44,1.6152775287628174,4.056603773584906e-06,43
1,45,1.7026880979537964,4.150943396226416e-06,44
1,46,1.5910199880599976,4.245283018867925e-06,45
1,47,1.599863052368164,4.339622641509435e-06,46
