epoch,step_in_epoch,step_loss,learning_rate,global_step
1,1,1.5737040042877197,0.0,0
1,2,1.5483078956604004,9.433962264150944e-08,1
1,3,1.8717358112335205,1.886792452830189e-07,2
1,4,1.593493938446045,2.8301886792452833e-07,3
1,5,1.7394651174545288,3.773584905660378e-07,4
1,6,1.609699010848999,4.716981132075472e-07,5
1,7,1.579576015472412,5.660377358490567e-07,6
1,8,1.4642823934555054,6.603773584905661e-07,7
1,9,1.5753670930862427,7.547169811320755e-07,8
1,10,1.7911782264709473,8.490566037735849e-07,9
1,11,1.7052690982818604,9.433962264150944e-07,10
1,12,1.5540330410003662,1.037735849056604e-06,11
1,13,1.5399043560028076,1.1320754716981133e-06,12
1,14,1.5983638763427734,1.2264150943396227e-06,13
1,15,1.7669419050216675,1.3207547169811322e-06,14
1,16,1.6323119401931763,1.4150943396226415e-06,15
1,17,1.601298213005066,1.509433962264151e-06,16
1,18,1.5644407272338867,1.6037735849056604e-06,17
1,19,1.5672389268875122,1.6981132075471698e-06,18
1,20,1.6616122722625732,1.7924528301886793e-06,19
1,21,1.5473259687423706,1.8867924528301889e-06,20
1,22,1.570745825767517,1.981132075471698e-06,21
1,23,1.7002733945846558,2.075471698113208e-06,22
1,24,1.4036563634872437,2.1698113207547173e-06,23
1,25,1.6886242628097534,2.2641509433962266e-06,24
1,26,1.636362910270691,2.358490566037736e-06,25
1,27,1.5009584426879883,2.4528301886792453e-06,26
1,28,1.6419023275375366,2.547169811320755e-06,27
1,29,1.6094403266906738,2.6415094339622644e-06,28
1,30,1.5655702352523804,2.7358490566037738e-06,29
1,31,1.4939178228378296,2.830188679245283e-06,30
1,32,1.7020108699798584,2.9245283018867924e-06,31
1,33,1.7085481882095337,3.018867924528302e-06,32
1,34,1.5666059255599976,3.1132075471698115e-06,33
1,35,1.552355408668518,3.207547169811321e-06,34
1,36,1.5124469995498657,3.30188679245283e-06,35
1,37,1.6948654651641846,3.3962264150943395e-06,36
1,38,1.5350693464279175,3.4905660377358493e-06,37
1,39,1.4813487529754639,3.5849056603773586e-06,38
1,40,1.534080982208252,3.679245283018868e-06,39
1,41,1.6243131160736084,3.7735849056603777e-06,40
1,42,1.6135156154632568,3.8679245283018875e-06,41
1,43,1.6797490119934082,3.962264150943396e-06,42
1,44,1.510990858078003,4.056603773584906e-06,43
1,45,1.6630510091781616,4.150943396226416e-06,44
1,46,1.7107266187667847,4.245283018867925e-06,45
1,47,1.5468839406967163,4.339622641509435e-06,46
1,48,1.58553946018219,4.4339622641509435e-06,47
1,49,1.509472131729126,4.528301886792453e-06,48
1,50,1.6175906658172607,4.622641509433963e-06,49
1,51,1.5015149116516113,4.716981132075472e-06,50
1,52,1.5430488586425781,4.811320754716982e-06,51
1,53,1.7463624477386475,4.905660377358491e-06,52
1,54,1.4773091077804565,5e-06,53
1,55,1.620510220527649,5.09433962264151e-06,54
1,56,1.4957480430603027,5.188679245283019e-06,55
1,57,1.6472481489181519,5.283018867924529e-06,56
1,58,1.653847336769104,5.377358490566038e-06,57
1,59,1.509223461151123,5.4716981132075475e-06,58
1,60,1.522038221359253,5.566037735849057e-06,59
1,61,1.5595999956130981,5.660377358490566e-06,60
1,62,1.6089297533035278,5.754716981132076e-06,61
1,63,1.6019821166992188,5.849056603773585e-06,62
1,64,1.520486831665039,5.943396226415095e-06,63
1,65,1.5187063217163086,6.037735849056604e-06,64
1,66,1.5609333515167236,6.132075471698113e-06,65
1,67,1.4666943550109863,6.226415094339623e-06,66
1,68,1.5858910083770752,6.320754716981132e-06,67
1,69,1.7040845155715942,6.415094339622642e-06,68
1,70,1.6180518865585327,6.5094339622641515e-06,69
1,71,1.5886284112930298,6.60377358490566e-06,70
1,72,1.4031121730804443,6.69811320754717e-06,71
1,73,1.5749990940093994,6.792452830188679e-06,72
1,74,1.625593900680542,6.886792452830189e-06,73
1,75,1.5956298112869263,6.981132075471699e-06,74
1,76,1.6291823387145996,7.0754716981132075e-06,75
1,77,1.5856369733810425,7.169811320754717e-06,76
1,78,1.5955275297164917,7.264150943396226e-06,77
1,79,1.588191270828247,7.358490566037736e-06,78
1,80,1.535848617553711,7.452830188679246e-06,79
1,81,1.4868595600128174,7.5471698113207555e-06,80
1,82,1.5759899616241455,7.641509433962266e-06,81
1,83,1.6148996353149414,7.735849056603775e-06,82
1,84,1.479017734527588,7.830188679245284e-06,83
1,85,1.5768017768859863,7.924528301886793e-06,84
1,86,1.6619049310684204,8.018867924528303e-06,85
1,87,1.5229606628417969,8.113207547169812e-06,86
1,88,1.5655707120895386,8.207547169811321e-06,87
1,89,1.5690110921859741,8.301886792452832e-06,88
1,90,1.5686442852020264,8.39622641509434e-06,89
1,91,1.5635685920715332,8.49056603773585e-06,90
1,92,1.6230378150939941,8.58490566037736e-06,91
1,93,1.5472636222839355,8.67924528301887e-06,92
1,94,1.6502048969268799,8.773584905660378e-06,93
1,95,1.6037962436676025,8.867924528301887e-06,94
1,96,1.62753164768219,8.962264150943398e-06,95
1,97,1.5635008811950684,9.056603773584907e-06,96
1,98,1.5993497371673584,9.150943396226416e-06,97
1,99,1.5575265884399414,9.245283018867926e-06,98
1,100,1.5367354154586792,9.339622641509435e-06,99
1,101,1.5672141313552856,9.433962264150944e-06,100
1,102,1.6234753131866455,9.528301886792455e-06,101
1,103,1.5002574920654297,9.622641509433963e-06,102
1,104,1.5843371152877808,9.716981132075472e-06,103
1,105,1.5819097757339478,9.811320754716981e-06,104
1,106,1.524046778678894,9.905660377358492e-06,105
1,107,1.4208803176879883,1e-05,106
1,108,1.3669434785842896,9.98960498960499e-06,107
1,109,1.5512399673461914,9.979209979209981e-06,108
1,110,1.483107566833496,9.968814968814969e-06,109
1,111,1.4888266324996948,9.95841995841996e-06,110
1,112,1.5794034004211426,9.948024948024949e-06,111
1,113,1.5552520751953125,9.937629937629938e-06,112
1,114,1.5323295593261719,9.927234927234928e-06,113
1,115,1.5678348541259766,9.916839916839917e-06,114
1,116,1.4898818731307983,9.906444906444908e-06,115
1,117,1.6587368249893188,9.896049896049897e-06,116
1,118,1.712755560874939,9.885654885654887e-06,117
1,119,1.546739101409912,9.875259875259876e-06,118
1,120,1.5701590776443481,9.864864864864865e-06,119
1,121,1.454445719718933,9.854469854469856e-06,120
1,122,1.745517373085022,9.844074844074844e-06,121
1,123,1.54996657371521,9.833679833679835e-06,122
1,124,1.5045115947723389,9.823284823284824e-06,123
1,125,1.4707505702972412,9.812889812889814e-06,124
1,126,1.4075603485107422,9.802494802494803e-06,125
1,127,1.54348886013031,9.792099792099792e-06,126
1,128,1.3354697227478027,9.781704781704783e-06,127
1,129,1.4391940832138062,9.771309771309773e-06,128
1,130,1.5146132707595825,9.760914760914762e-06,129
1,131,1.3357940912246704,9.750519750519751e-06,130
1,132,1.358249306678772,9.74012474012474e-06,131
1,133,1.2858338356018066,9.729729729729732e-06,132
1,134,1.7451553344726562,9.71933471933472e-06,133
1,135,1.2016477584838867,9.70893970893971e-06,134
1,136,1.1715550422668457,9.6985446985447e-06,135
1,137,1.2385227680206299,9.688149688149689e-06,136
1,138,1.3954229354858398,9.677754677754678e-06,137
1,139,1.2939318418502808,9.667359667359667e-06,138
1,140,1.4058562517166138,9.656964656964658e-06,139
1,141,1.174965739250183,9.646569646569648e-06,140
1,142,1.2454441785812378,9.636174636174637e-06,141
1,143,1.5864776372909546,9.625779625779626e-06,142
1,144,1.5507755279541016,9.615384615384616e-06,143
1,145,1.2724562883377075,9.604989604989607e-06,144
1,146,1.2844923734664917,9.594594594594594e-06,145
1,147,1.4511406421661377,9.584199584199585e-06,146
1,148,1.1557799577713013,9.573804573804575e-06,147
1,149,1.4556164741516113,9.563409563409564e-06,148
1,150,1.41703462600708,9.553014553014553e-06,149
1,151,1.1541067361831665,9.542619542619543e-06,150
1,152,1.3478803634643555,9.532224532224534e-06,151
1,153,1.1932573318481445,9.521829521829523e-06,152
1,154,1.3085519075393677,9.511434511434512e-06,153
1,155,1.163502812385559,9.501039501039502e-06,154
1,156,1.2882206439971924,9.490644490644491e-06,155
1,157,1.5695061683654785,9.480249480249482e-06,156
1,158,1.261195182800293,9.46985446985447e-06,157
1,159,1.1358861923217773,9.45945945945946e-06,158
1,160,1.2454721927642822,9.44906444906445e-06,159
1,161,1.2640999555587769,9.43866943866944e-06,160
1,162,1.3731276988983154,9.428274428274429e-06,161
1,163,1.1129651069641113,9.417879417879418e-06,162
1,164,1.1408824920654297,9.407484407484409e-06,163
1,165,1.6943696737289429,9.397089397089398e-06,164
1,166,1.2853784561157227,9.386694386694387e-06,165
