step,reward_mean,reward_std,accuracy_mean,accuracy_stds
1,-23.560625,10.019468841179906,0.2882812572643161,0.05143805991122194
2,-18.645625,7.723806516826725,0.3109375024214387,0.06387166879638001
3,-19.7275,10.391707330847996,0.30781250447034836,0.06371858987921461
4,-18.78875,7.5549494331530775,0.30781250540167093,0.05337715890873183
5,-17.71625,5.98748995301871,0.31953125540167093,0.05483796357841758
6,-19.495,8.953802264959842,0.3015625039115548,0.0643287129627424
7,-17.054375,5.6338208268789485,0.3132812585681677,0.062103235122895534
8,-17.92875,8.787271245244453,0.3281250074505806,0.05804430021958688
9,-16.107499999999998,5.719250934344461,0.3273437572643161,0.05062476042222045
10,-14.910588235294119,4.569089844478921,0.3294117739971946,0.04556451309559113
11,-15.110624999999999,8.750231046056728,0.32968750689178705,0.05264024935530107
12,-15.290000000000001,7.563469772531652,0.34062500577419996,0.059866389177196215
13,-18.17125,14.244712999478086,0.35390625428408384,0.05514872473340652
14,-15.765625,3.8104477570719952,0.3445312548428774,0.03851966908343752
15,-15.111250000000002,4.080705936170848,0.34843750670552254,0.02960515118123075
16,-14.80625,3.6413577052385278,0.3343750089406967,0.04582149620754928
17,-15.929374999999999,5.896645729512245,0.33671875298023224,0.042726590410354655
18,-13.788125,3.0569515426933087,0.34140625409781933,0.03690114710718253
19,-13.00375,4.273218744400993,0.3500000052154064,0.05115845791899669
20,-14.548823529411765,7.301161778908841,0.3227941201013677,0.06982584772220504
21,-12.59,5.227229189542008,0.3523437576368451,0.04197719834926524
22,-16.12625,7.506815965341098,0.3187500052154064,0.039031239637476824
23,-12.188749999999999,3.788792477492004,0.3539062552154064,0.03636800331069947
24,-13.565625,3.641028303841512,0.3382812589406967,0.032315810700436154
25,-14.66375,5.499545293703835,0.32421875558793545,0.054570190762817695
26,-13.28,4.2537601013691395,0.34375000558793545,0.04550068870132366
27,-11.30375,4.878446057660164,0.3492187578231096,0.048305014124454676
28,-14.9025,4.943037401234185,0.3125000074505806,0.04861358699189086
29,-14.921875,5.5136016118663305,0.3125000027939677,0.05624999975164768
30,-12.55294117647059,6.294354860840533,0.3544117746984257,0.05143906759144619
31,-15.97125,5.494630191150265,0.32421875838190317,0.04890775099961755
32,-15.873125,7.700434824370309,0.31640625558793545,0.04895763990460465
33,-13.29875,3.8710816883010875,0.330468756146729,0.0641909911165183
34,-11.703125,4.122965738928108,0.36562500707805157,0.051822258418043506
35,-13.863125,2.772399048545321,0.33828125707805157,0.022736924062238425
36,-12.766874999999999,4.59909871435426,0.3257812578231096,0.03520829119781454
37,-11.389999999999999,4.938775151796243,0.33828125335276127,0.0418023487363334
38,-10.620000000000001,4.8401510823526985,0.3742187563329935,0.05633132109907182
39,-14.0075,3.618351662014072,0.35078125540167093,0.05028604770868219
40,-12.93235294117647,6.999491182693854,0.3375000050839256,0.046770718178028754
41,-14.260625000000001,5.209182359965429,0.33906250447034836,0.05622829566551398
42,-12.017499999999998,4.28711951664518,0.3546875100582838,0.059436646090313974
43,-12.836875,6.370875841230545,0.3484375076368451,0.056918764887416026
44,-14.6375,4.93420396315353,0.3460937552154064,0.04139150516388168
45,-12.73875,3.8545117638294997,0.35312500409781933,0.045821494810204595
46,-12.524375,5.21645110294106,0.36875000409781933,0.03451675702361074
47,-13.369375,4.2692058230278604,0.33281250298023224,0.04695305613625441
48,-12.36625,3.8781968667797146,0.3421875089406967,0.03586950010622805
49,-12.498750000000001,4.106905579326118,0.35000000800937414,0.04677072027177072
50,-11.018235294117646,4.810907014023225,0.3507352962213404,0.041672432296658714
51,-13.0075,9.969230474314454,0.33984375558793545,0.06174841517103056
52,-12.63,4.1344437352562915,0.355468756519258,0.044627092337500444
53,-14.43125,4.515769418105845,0.3351562526077032,0.05506011632230422
54,-15.026875,9.868020773406135,0.3414062587544322,0.07135939539339003
55,-12.724375000000002,5.875307405521434,0.3281250046566129,0.05937500567616621
56,-13.83,4.392354152387988,0.34453125670552254,0.04191899273236052
57,-12.273125,4.743848277967477,0.3328125085681677,0.05587985553830176
58,-14.018125,3.8418098253785287,0.3406250085681677,0.030777682484018652
59,-11.125625,2.992847658898628,0.34687500819563866,0.03865411542086943
60,-13.405294117647058,7.682039494551414,0.3433823603041032,0.06657559386425341
61,-13.32875,4.00300804864292,0.351562506519258,0.04716058882764276
62,-12.4725,5.128865006022287,0.3414062550291419,0.060550652953787344
63,-11.6125,3.228346132309855,0.33046875055879354,0.04073752209034345
64,-13.54625,5.134163606421205,0.33125000819563866,0.042619317038257214
65,-12.1525,5.263387098627652,0.36250000540167093,0.04861359297865897
66,-12.895624999999999,6.390853785635766,0.3382812589406967,0.07281568774650665
67,-12.428125,4.4445264353331275,0.34765625558793545,0.05541370599081811
68,-11.060625,3.935135748532063,0.3460937589406967,0.043910138941754356
69,-11.110625,5.000346823908817,0.35468750819563866,0.03772717581340585
70,-10.812352941176469,4.763143462057217,0.3448529427542406,0.045989695384028
71,-10.510000000000002,3.656923228617194,0.34687500819563866,0.04363825093709953
72,-14.191875,5.657721735325536,0.33984375558793545,0.04446266325776959
73,-14.286249999999999,6.803537567875994,0.32500000577419996,0.06027281733346532
74,-11.709375,2.611138326357874,0.3359375074505806,0.04611360796005292
75,-12.070625000000001,5.114982244287364,0.35468750540167093,0.05960072531058621
76,-12.73875,3.998082157422481,0.34687500447034836,0.042042577140776326
77,-10.809375000000001,3.2777344857957913,0.35078125447034836,0.036834925798710824
78,-12.5275,5.5238228383973365,0.3640625048428774,0.04590134787716943
79,-12.65125,7.083118906068145,0.34062500670552254,0.056163125412847785
80,-11.839411764705881,4.2051179889556085,0.3595588277367985,0.03676470693420027
81,-11.21,3.87401600409704,0.3273437572643161,0.04289766873345746
82,-13.13375,7.473631041033535,0.3382812552154064,0.053302780317352576
83,-11.328125,4.456858785554576,0.35156250558793545,0.04504229732538191
84,-12.19875,3.7830656797761257,0.3250000076368451,0.038780232185030725
85,-11.574375,4.351541348691864,0.33281250577419996,0.04504229936073675
86,-12.317499999999999,5.378859660745946,0.3335937550291419,0.05479342345716132
87,-12.991875,4.527728761131236,0.3343750052154064,0.04133986451699061
88,-10.1175,5.633142440059545,0.3390625063329935,0.04304680355171329
89,-13.18375,4.5388859797862295,0.33515625447034836,0.05470423789265956
90,-12.673529411764706,4.604782604789312,0.32352941527086143,0.04327629282645067
91,-11.1175,6.16494880351816,0.3515625037252903,0.05499911489692338
92,-13.938749999999999,7.47218749346535,0.3304687589406967,0.059122617274711874
93,-9.183125,4.466301208424595,0.3445312585681677,0.05076922825157902
94,-10.265625,4.035514169145612,0.3320312574505806,0.04261215710759283
95,-11.3675,5.48713666223104,0.3406250039115548,0.04086467758145042
96,-11.443124999999998,3.6576661253284177,0.3445312548428774,0.037230478954281936
97,-9.038125,3.1185497806472484,0.3406250048428774,0.04539324309596294
98,-11.875625,5.1025887654576865,0.33125000819563866,0.05448623781982727
99,-11.7275,3.3935628401430846,0.33593750558793545,0.03559620152753844
100,-11.710588235294116,3.7721868685984132,0.3323529467863195,0.05092144239031622
101,-11.32375,3.121143370225085,0.3421875024214387,0.04142835411264797
102,-10.453125,5.645701593635197,0.34453125577419996,0.0414504490393374
103,-14.358749999999999,7.46379919595242,0.3250000039115548,0.049804304953584
104,-13.269375,6.073771963069984,0.3109375089406967,0.03476343174777695
105,-11.96125,3.782054459880238,0.32578126061707735,0.04180235077279054
106,-10.265,4.188294700710541,0.3609375050291419,0.05499911666963967
107,-11.840625,3.9199927754238275,0.3476562574505806,0.041036083562969075
108,-10.829999999999998,4.633940008243525,0.35000000707805157,0.059784768504269406
109,-13.635625000000001,10.24461930036324,0.3273437535390258,0.05139057377843159
110,-11.071176470588236,4.995982953808038,0.34632353747592254,0.05333797909608778
111,-15.549999999999999,5.437868378326199,0.3109375098720193,0.04394488056950832
112,-12.628125,5.242418595874905,0.3187500052154064,0.054843527548562504
113,-9.41,3.002501040799153,0.3390625063329935,0.04918774192623311
114,-11.185,5.478374530825727,0.32500000670552254,0.036174491222305344
115,-10.298124999999999,5.506411284527791,0.34687500819563866,0.04931167102968856
116,-10.93,4.74358777719987,0.33828124962747097,0.05311925503424492
117,-8.949375,3.4407366012781333,0.35859375819563866,0.051104738321353906
118,-10.9925,3.9985380140746445,0.3398437537252903,0.043798803259822945
119,-11.066875,5.413225377201193,0.3421875098720193,0.058275176905297606
120,-9.307647058823528,4.279838547548212,0.3551470663617639,0.050921441061328614
121,-9.978124999999999,3.6490259295290026,0.35390625335276127,0.03555331200537464
122,-11.192499999999999,3.6664500883006714,0.3500000089406967,0.035630482034348994
123,-10.592500000000001,4.243959678177916,0.34140625689178705,0.05242531165552592
124,-9.275,2.1349912177805326,0.3445312585681677,0.038519667194543
125,-11.345,4.860736826860719,0.33671875298023224,0.035208294876267275
126,-11.026250000000001,3.8051426960759303,0.3476562574505806,0.05214514460775582
127,-8.476875,2.5274758128170087,0.3523437585681677,0.042439931260119086
128,-12.540624999999999,7.055185565197772,0.3289062539115548,0.049156710358311706
129,-9.754375,2.9890047857731843,0.3312500063329935,0.032775277570896086
130,-12.272352941176468,8.36044013013371,0.3110294175498626,0.047333758383911136
131,-8.324375,2.2781268861446238,0.3328125085681677,0.031522249294097276
132,-10.120000000000001,2.0353193852562796,0.33593750558793545,0.047160584291796585
133,-9.303125,2.4378851458538815,0.33437500335276127,0.03262595616330112
134,-9.99,3.3290445325949007,0.33125000447034836,0.044633929451986736
135,-12.651875,14.536302925241172,0.3289062539115548,0.05186347071001442
136,-11.338125,4.581390644157623,0.31796875689178705,0.03826530534494918
137,-10.337499999999999,4.526188379862243,0.32343750912696123,0.037727178011977724
138,-9.16875,3.435505557774576,0.3320312574505806,0.03562191216127705
139,-8.781875,3.646171311715208,0.33203125558793545,0.02537559680065685
140,-10.365294117647057,2.818241248904043,0.33529412395813885,0.04335118826542296
141,-9.525625,3.241299833303762,0.34140625409781933,0.040916918848368684
142,-9.77375,3.413614058076865,0.3343750024214387,0.041339865995419084
143,-9.67625,3.0848802144491767,0.3351562526077032,0.033429831717425224
144,-10.365625,5.968465012829932,0.3328125048428774,0.04212959108549975
145,-7.8825,3.083102130971337,0.3335937559604645,0.023267609653471442
146,-9.479375000000001,3.609109081113371,0.32031250558793545,0.02333310213945478
147,-8.1075,2.648706052018608,0.3257812596857548,0.03201219183282613
148,-9.688125,3.7736905324065724,0.32812500558793545,0.034089724436196435
149,-10.88,2.8198359881383173,0.3320312574505806,0.03800923702921588
150,-8.75,2.577543289988493,0.32426471394651074,0.02163814581750683
151,-9.6875,3.4369308619755508,0.3304687552154064,0.0358950162813661
152,-11.388124999999999,5.959425537279159,0.3140625078231096,0.026098894090300778
153,-9.638124999999999,3.7243073496121397,0.32421875558793545,0.041332480661858455
