epoch,step_in_epoch,step_loss,learning_rate,global_step
1,1,1.7363548278808594,0.0,0
1,2,1.6943942308425903,9.433962264150944e-08,1
1,3,1.6182423830032349,1.886792452830189e-07,2
1,4,1.7826370000839233,2.8301886792452833e-07,3
1,5,1.554142713546753,3.773584905660378e-07,4
1,6,1.6738324165344238,4.716981132075472e-07,5
1,7,1.7400821447372437,5.660377358490567e-07,6
1,8,1.8029677867889404,6.603773584905661e-07,7
1,9,1.8040046691894531,7.547169811320755e-07,8
1,10,1.6284558773040771,8.490566037735849e-07,9
1,11,1.6047035455703735,9.433962264150944e-07,10
1,12,1.6679264307022095,1.037735849056604e-06,11
1,13,1.7286478281021118,1.1320754716981133e-06,12
1,14,1.6764099597930908,1.2264150943396227e-06,13
1,15,1.570473074913025,1.3207547169811322e-06,14
1,16,1.6261900663375854,1.4150943396226415e-06,15
1,17,1.698979139328003,1.509433962264151e-06,16
1,18,1.740354299545288,1.6037735849056604e-06,17
1,19,1.7656362056732178,1.6981132075471698e-06,18
1,20,1.6523386240005493,1.7924528301886793e-06,19
1,21,1.7421114444732666,1.8867924528301889e-06,20
1,22,1.7222025394439697,1.981132075471698e-06,21
1,23,1.6487582921981812,2.075471698113208e-06,22
1,24,1.8386574983596802,2.1698113207547173e-06,23
1,25,1.6078965663909912,2.2641509433962266e-06,24
1,26,1.6671788692474365,2.358490566037736e-06,25
1,27,1.8090684413909912,2.4528301886792453e-06,26
1,28,1.6545573472976685,2.547169811320755e-06,27
1,29,1.6875331401824951,2.6415094339622644e-06,28
1,30,1.7195203304290771,2.7358490566037738e-06,29
1,31,1.7767267227172852,2.830188679245283e-06,30
1,32,1.5550287961959839,2.9245283018867924e-06,31
1,33,1.5949413776397705,3.018867924528302e-06,32
1,34,1.6740304231643677,3.1132075471698115e-06,33
1,35,1.7582296133041382,3.207547169811321e-06,34
1,36,1.7537342309951782,3.30188679245283e-06,35
1,37,1.6256251335144043,3.3962264150943395e-06,36
1,38,1.7317249774932861,3.4905660377358493e-06,37
1,39,1.7270687818527222,3.5849056603773586e-06,38
1,40,1.6846435070037842,3.679245283018868e-06,39
1,41,1.6551378965377808,3.7735849056603777e-06,40
1,42,1.6683846712112427,3.8679245283018875e-06,41
1,43,1.6176658868789673,3.962264150943396e-06,42
1,44,1.7031065225601196,4.056603773584906e-06,43
1,45,1.5891485214233398,4.150943396226416e-06,44
1,46,1.6140751838684082,4.245283018867925e-06,45
1,47,1.6380443572998047,4.339622641509435e-06,46
1,48,1.6335506439208984,4.4339622641509435e-06,47
1,49,1.6590040922164917,4.528301886792453e-06,48
1,50,1.6145546436309814,4.622641509433963e-06,49
1,51,1.6810505390167236,4.716981132075472e-06,50
1,52,1.6413036584854126,4.811320754716982e-06,51
1,53,1.601610779762268,4.905660377358491e-06,52
1,54,1.6478962898254395,5e-06,53
