epoch,step_in_epoch,step_loss,learning_rate,global_step
1,1,0.6543518900871277,0.0,0
1,2,0.7385575771331787,1.1876484560570073e-08,1
1,3,0.6842588782310486,2.3752969121140145e-08,2
1,4,0.6664718985557556,3.562945368171022e-08,3
1,5,0.6716670393943787,4.750593824228029e-08,4
1,6,0.7752595543861389,5.9382422802850356e-08,5
1,7,0.7252943515777588,7.125890736342044e-08,6
1,8,0.6821385025978088,8.313539192399051e-08,7
1,9,0.6974062323570251,9.501187648456058e-08,8
1,10,0.7263591885566711,1.0688836104513064e-07,9
1,11,0.7353925704956055,1.1876484560570071e-07,10
1,12,0.7072393894195557,1.3064133016627079e-07,11
1,13,0.6722850799560547,1.4251781472684087e-07,12
1,14,0.7028241157531738,1.5439429928741093e-07,13
1,15,0.700687825679779,1.6627078384798102e-07,14
1,16,0.6618278622627258,1.7814726840855108e-07,15
1,17,0.6797178983688354,1.9002375296912116e-07,16
1,18,0.7284651398658752,2.0190023752969125e-07,17
1,19,0.7472683787345886,2.1377672209026128e-07,18
1,20,0.6881913542747498,2.2565320665083137e-07,19
1,21,0.7097598910331726,2.3752969121140143e-07,20
1,22,0.7133370041847229,2.4940617577197154e-07,21
1,23,0.7330461144447327,2.6128266033254157e-07,22
1,24,0.7313769459724426,2.7315914489311166e-07,23
1,25,0.7176679372787476,2.8503562945368174e-07,24
1,26,0.7114498019218445,2.969121140142518e-07,25
1,27,0.6957809925079346,3.0878859857482186e-07,26
1,28,0.6715202927589417,3.20665083135392e-07,27
1,29,0.7117000818252563,3.3254156769596203e-07,28
1,30,0.6683590412139893,3.4441805225653207e-07,29
1,31,0.749599814414978,3.5629453681710215e-07,30
1,32,0.7046753764152527,3.6817102137767224e-07,31
1,33,0.686566948890686,3.800475059382423e-07,32
1,34,0.6780917048454285,3.9192399049881236e-07,33
1,35,0.676895022392273,4.038004750593825e-07,34
1,36,0.7195885181427002,4.1567695961995253e-07,35
1,37,0.7010666131973267,4.2755344418052256e-07,36
1,38,0.6970850825309753,4.394299287410927e-07,37
1,39,0.711954653263092,4.5130641330166273e-07,38
1,40,0.7293271422386169,4.631828978622328e-07,39
1,41,0.7144185900688171,4.7505938242280285e-07,40
1,42,0.7319645285606384,4.86935866983373e-07,41
1,43,0.7290626764297485,4.988123515439431e-07,42
1,44,0.700688898563385,5.106888361045131e-07,43
1,45,0.7431319952011108,5.225653206650831e-07,44
1,46,0.7135106921195984,5.344418052256532e-07,45
1,47,0.7674303650856018,5.463182897862233e-07,46
1,48,0.6888037323951721,5.581947743467934e-07,47
1,49,0.7356936931610107,5.700712589073635e-07,48
1,50,0.694747805595398,5.819477434679336e-07,49
1,51,0.704929530620575,5.938242280285035e-07,50
1,52,0.6965453028678894,6.057007125890737e-07,51
1,53,0.7140568494796753,6.175771971496437e-07,52
1,54,0.692110002040863,6.294536817102138e-07,53
1,55,0.684648334980011,6.41330166270784e-07,54
1,56,0.7318761944770813,6.53206650831354e-07,55
1,57,0.7188749313354492,6.650831353919241e-07,56
1,58,0.7142090797424316,6.769596199524942e-07,57
1,59,0.6834022402763367,6.888361045130641e-07,58
1,60,0.708042562007904,7.007125890736342e-07,59
1,61,0.7132718563079834,7.125890736342043e-07,60
1,62,0.6915728449821472,7.244655581947745e-07,61
1,63,0.7027841806411743,7.363420427553445e-07,62
1,64,0.6954923868179321,7.482185273159146e-07,63
1,65,0.7157527208328247,7.600950118764846e-07,64
1,66,0.7181037664413452,7.719714964370546e-07,65
1,67,0.7072014212608337,7.838479809976247e-07,66
