epoch,step_in_epoch,step_loss,learning_rate,global_step
1,1,0.647371232509613,0.0,0
1,2,0.7577658891677856,1.1876484560570073e-08,1
1,3,0.6862051486968994,2.3752969121140145e-08,2
1,4,0.6742509603500366,3.562945368171022e-08,3
1,5,0.6574273109436035,4.750593824228029e-08,4
1,6,0.8012168407440186,5.9382422802850356e-08,5
1,7,0.73994380235672,7.125890736342044e-08,6
1,8,0.6829472184181213,8.313539192399051e-08,7
1,9,0.7476933598518372,9.501187648456058e-08,8
1,10,0.7291691303253174,1.0688836104513064e-07,9
1,11,0.7544900178909302,1.1876484560570071e-07,10
1,12,0.7109615206718445,1.3064133016627079e-07,11
1,13,0.676453173160553,1.4251781472684087e-07,12
1,14,0.7093632817268372,1.5439429928741093e-07,13
1,15,0.7488519549369812,1.6627078384798102e-07,14
1,16,0.6338486671447754,1.7814726840855108e-07,15
1,17,0.6810594201087952,1.9002375296912116e-07,16
1,18,0.7547779083251953,2.0190023752969125e-07,17
1,19,0.7656487822532654,2.1377672209026128e-07,18
1,20,0.6830817461013794,2.2565320665083137e-07,19
1,21,0.7427911162376404,2.3752969121140143e-07,20
1,22,0.7096165418624878,2.4940617577197154e-07,21
1,23,0.7312037348747253,2.6128266033254157e-07,22
1,24,0.7391342520713806,2.7315914489311166e-07,23
1,25,0.7343502044677734,2.8503562945368174e-07,24
1,26,0.7260146737098694,2.969121140142518e-07,25
1,27,0.7054041624069214,3.0878859857482186e-07,26
1,28,0.6508923172950745,3.20665083135392e-07,27
1,29,0.7244598269462585,3.3254156769596203e-07,28
1,30,0.688252866268158,3.4441805225653207e-07,29
1,31,0.7927017211914062,3.5629453681710215e-07,30
1,32,0.7041507959365845,3.6817102137767224e-07,31
1,33,0.6637254953384399,3.800475059382423e-07,32
1,34,0.6823485493659973,3.9192399049881236e-07,33
1,35,0.6630640625953674,4.038004750593825e-07,34
1,36,0.725412130355835,4.1567695961995253e-07,35
1,37,0.6885096430778503,4.2755344418052256e-07,36
1,38,0.6928475499153137,4.394299287410927e-07,37
1,39,0.7038953900337219,4.5130641330166273e-07,38
1,40,0.7471823692321777,4.631828978622328e-07,39
1,41,0.7163058519363403,4.7505938242280285e-07,40
1,42,0.7504899501800537,4.86935866983373e-07,41
1,43,0.7342914342880249,4.988123515439431e-07,42
1,44,0.7221396565437317,5.106888361045131e-07,43
1,45,0.7703468203544617,5.225653206650831e-07,44
1,46,0.7215963006019592,5.344418052256532e-07,45
1,47,0.7816078662872314,5.463182897862233e-07,46
1,48,0.6856657862663269,5.581947743467934e-07,47
1,49,0.7518976330757141,5.700712589073635e-07,48
1,50,0.7165235280990601,5.819477434679336e-07,49
1,51,0.7192801833152771,5.938242280285035e-07,50
1,52,0.6992378234863281,6.057007125890737e-07,51
1,53,0.7349273562431335,6.175771971496437e-07,52
1,54,0.6983619928359985,6.294536817102138e-07,53
1,55,0.7230896353721619,6.41330166270784e-07,54
1,56,0.7534418106079102,6.53206650831354e-07,55
1,57,0.7410579919815063,6.650831353919241e-07,56
