epoch,step_in_epoch,step_loss,learning_rate,global_step
1,1,1.700831651687622,0.0,0
1,2,1.6960128545761108,9.433962264150944e-08,1
1,3,1.6020065546035767,1.886792452830189e-07,2
1,4,1.6664795875549316,2.8301886792452833e-07,3
1,5,1.5344229936599731,3.773584905660378e-07,4
1,6,1.6215978860855103,4.716981132075472e-07,5
1,7,1.6987080574035645,5.660377358490567e-07,6
1,8,1.7419971227645874,6.603773584905661e-07,7
1,9,1.7207210063934326,7.547169811320755e-07,8
1,10,1.5950552225112915,8.490566037735849e-07,9
1,11,1.627846598625183,9.433962264150944e-07,10
1,12,1.6601841449737549,1.037735849056604e-06,11
1,13,1.705533742904663,1.1320754716981133e-06,12
1,14,1.6648153066635132,1.2264150943396227e-06,13
1,15,1.5988785028457642,1.3207547169811322e-06,14
1,16,1.6303253173828125,1.4150943396226415e-06,15
1,17,1.66288161277771,1.509433962264151e-06,16
1,18,1.6729081869125366,1.6037735849056604e-06,17
1,19,1.6583112478256226,1.6981132075471698e-06,18
1,20,1.612239122390747,1.7924528301886793e-06,19
1,21,1.6631495952606201,1.8867924528301889e-06,20
1,22,1.619283676147461,1.981132075471698e-06,21
1,23,1.6659128665924072,2.075471698113208e-06,22
1,24,1.8144811391830444,2.1698113207547173e-06,23
1,25,1.5865074396133423,2.2641509433962266e-06,24
1,26,1.6114749908447266,2.358490566037736e-06,25
1,27,1.7182992696762085,2.4528301886792453e-06,26
1,28,1.646418809890747,2.547169811320755e-06,27
1,29,1.6656078100204468,2.6415094339622644e-06,28
1,30,1.7224199771881104,2.7358490566037738e-06,29
1,31,1.6959856748580933,2.830188679245283e-06,30
1,32,1.5683565139770508,2.9245283018867924e-06,31
1,33,1.6044566631317139,3.018867924528302e-06,32
1,34,1.6459239721298218,3.1132075471698115e-06,33
1,35,1.6875858306884766,3.207547169811321e-06,34
1,36,1.6907508373260498,3.30188679245283e-06,35
1,37,1.6424275636672974,3.3962264150943395e-06,36
1,38,1.6695318222045898,3.4905660377358493e-06,37
1,39,1.657642126083374,3.5849056603773586e-06,38
1,40,1.654082179069519,3.679245283018868e-06,39
1,41,1.615309476852417,3.7735849056603777e-06,40
1,42,1.6675746440887451,3.8679245283018875e-06,41
1,43,1.6211795806884766,3.962264150943396e-06,42
1,44,1.6572623252868652,4.056603773584906e-06,43
1,45,1.6020804643630981,4.150943396226416e-06,44
1,46,1.614290475845337,4.245283018867925e-06,45
1,47,1.60519540309906,4.339622641509435e-06,46
1,48,1.6105197668075562,4.4339622641509435e-06,47
1,49,1.5955449342727661,4.528301886792453e-06,48
1,50,1.6095805168151855,4.622641509433963e-06,49
1,51,1.6644082069396973,4.716981132075472e-06,50
1,52,1.5756491422653198,4.811320754716982e-06,51
1,53,1.602236270904541,4.905660377358491e-06,52
1,54,1.5994189977645874,5e-06,53
1,55,1.6168814897537231,5.09433962264151e-06,54
1,56,1.5757662057876587,5.188679245283019e-06,55
1,57,1.5964326858520508,5.283018867924529e-06,56
1,58,1.5955966711044312,5.377358490566038e-06,57
1,59,1.5940864086151123,5.4716981132075475e-06,58
1,60,1.5339148044586182,5.566037735849057e-06,59
1,61,1.6098600625991821,5.660377358490566e-06,60
1,62,1.6440272331237793,5.754716981132076e-06,61
1,63,1.596741795539856,5.849056603773585e-06,62
1,64,1.5721008777618408,5.943396226415095e-06,63
1,65,1.546219825744629,6.037735849056604e-06,64
1,66,1.588526964187622,6.132075471698113e-06,65
1,67,1.5718153715133667,6.226415094339623e-06,66
1,68,1.5581309795379639,6.320754716981132e-06,67
1,69,1.6359513998031616,6.415094339622642e-06,68
1,70,1.5989065170288086,6.5094339622641515e-06,69
1,71,1.5986474752426147,6.60377358490566e-06,70
1,72,1.4341440200805664,6.69811320754717e-06,71
1,73,1.541656494140625,6.792452830188679e-06,72
1,74,1.6332118511199951,6.886792452830189e-06,73
1,75,1.5789536237716675,6.981132075471699e-06,74
1,76,1.6588603258132935,7.0754716981132075e-06,75
1,77,1.5833395719528198,7.169811320754717e-06,76
1,78,1.595452070236206,7.264150943396226e-06,77
1,79,1.6158311367034912,7.358490566037736e-06,78
1,80,1.5643669366836548,7.452830188679246e-06,79
1,81,1.482525110244751,7.5471698113207555e-06,80
1,82,1.5436575412750244,7.641509433962266e-06,81
1,83,1.5845537185668945,7.735849056603775e-06,82
1,84,1.477916955947876,7.830188679245284e-06,83
1,85,1.559747576713562,7.924528301886793e-06,84
1,86,1.642374873161316,8.018867924528303e-06,85
1,87,1.4793215990066528,8.113207547169812e-06,86
1,88,1.5409609079360962,8.207547169811321e-06,87
1,89,1.4694162607192993,8.301886792452832e-06,88
1,90,1.5934959650039673,8.39622641509434e-06,89
1,91,1.5374480485916138,8.49056603773585e-06,90
1,92,1.5783299207687378,8.58490566037736e-06,91
1,93,1.5386488437652588,8.67924528301887e-06,92
1,94,1.5927948951721191,8.773584905660378e-06,93
1,95,1.5520176887512207,8.867924528301887e-06,94
1,96,1.6089096069335938,8.962264150943398e-06,95
1,97,1.5446277856826782,9.056603773584907e-06,96
1,98,1.5515936613082886,9.150943396226416e-06,97
1,99,1.5305333137512207,9.245283018867926e-06,98
1,100,1.454220175743103,9.339622641509435e-06,99
1,101,1.5737924575805664,9.433962264150944e-06,100
1,102,1.5483920574188232,9.528301886792455e-06,101
1,103,1.3784335851669312,9.622641509433963e-06,102
1,104,1.4690446853637695,9.716981132075472e-06,103
1,105,1.5295512676239014,9.811320754716981e-06,104
1,106,1.3686587810516357,9.905660377358492e-06,105
1,107,1.3602089881896973,1e-05,106
1,108,1.1739598512649536,9.98960498960499e-06,107
1,109,1.4888204336166382,9.979209979209981e-06,108
1,110,1.345929741859436,9.968814968814969e-06,109
1,111,1.4594883918762207,9.95841995841996e-06,110
1,112,1.4274019002914429,9.948024948024949e-06,111
1,113,1.4737460613250732,9.937629937629938e-06,112
1,114,1.4194116592407227,9.927234927234928e-06,113
1,115,1.4318674802780151,9.916839916839917e-06,114
1,116,1.220418930053711,9.906444906444908e-06,115
1,117,1.4525678157806396,9.896049896049897e-06,116
1,118,1.6001263856887817,9.885654885654887e-06,117
1,119,1.381138801574707,9.875259875259876e-06,118
1,120,1.198775291442871,9.864864864864865e-06,119
1,121,1.2183908224105835,9.854469854469856e-06,120
1,122,1.5151112079620361,9.844074844074844e-06,121
1,123,1.089340329170227,9.833679833679835e-06,122
1,124,1.185024380683899,9.823284823284824e-06,123
1,125,1.258991003036499,9.812889812889814e-06,124
1,126,1.1989556550979614,9.802494802494803e-06,125
1,127,1.4111278057098389,9.792099792099792e-06,126
1,128,1.1946934461593628,9.781704781704783e-06,127
1,129,1.4141201972961426,9.771309771309773e-06,128
1,130,1.5879161357879639,9.760914760914762e-06,129
1,131,1.1619881391525269,9.750519750519751e-06,130
1,132,1.3788440227508545,9.74012474012474e-06,131
1,133,1.2154889106750488,9.729729729729732e-06,132
1,134,1.5972528457641602,9.71933471933472e-06,133
1,135,1.0923093557357788,9.70893970893971e-06,134
1,136,1.1830838918685913,9.6985446985447e-06,135
1,137,1.2059224843978882,9.688149688149689e-06,136
1,138,1.3050271272659302,9.677754677754678e-06,137
1,139,1.2376629114151,9.667359667359667e-06,138
1,140,1.4997509717941284,9.656964656964658e-06,139
1,141,0.9293857216835022,9.646569646569648e-06,140
1,142,1.1447712182998657,9.636174636174637e-06,141
1,143,1.5497663021087646,9.625779625779626e-06,142
1,144,1.2605088949203491,9.615384615384616e-06,143
1,145,1.1179959774017334,9.604989604989607e-06,144
